RefSeq IDs	Approved symbol
NM_007006	NUDT21
NG_024870	NUDT21P1
NM_032344	NUDT22
NM_145697	NUF2
NM_012345	NUFIP1
NG_001030	NUFIP1P1
NM_020772	NUFIP2
NM_001010906	NUGGC
	NUMA1
	NUMA1-AS1
	NUMB
NM_004756	NUMBL
NM_138285	NUP35
	NUP35P1
	NUP35P2
NM_024057	NUP37
NM_007342	NUP42
NM_198887	NUP43
	NUP50
NR_038956	NUP50-DT
NG_002384	NUP50P1
NG_002388	NUP50P2
NG_002389	NUP50P3
	NUP50P4
	NUP54
	NUP54-DT
	NUP58
	NUP58P1
NM_153719	NUP62
NM_017681	NUP62CL
NM_024844	NUP85
NM_002532	NUP88
NM_014669	NUP93
	NUP93-DT
NM_016320	NUP98
NM_020401	NUP107
NR_037888	NUP107-DT
NM_018230	NUP133
NR_110630	NUP133-DT
	NUP153
NR_134616	NUP153-AS1
NM_153485, NM_004298	NUP155
NM_015231	NUP160
	NUP188
	NUP205
NM_024923	NUP210
NM_207308	NUP210L
NR_034158	NUP210P1
NG_022238	NUP210P2
NG_025625	NUP210P3
NM_005085	NUP214
	NUP214-AS1
NM_012385	NUPR1
NM_001145712	NUPR2
	NUPR2P1
	NURR1
NM_138459	NUS1
	NUS1P1
	NUS1P2
NG_006509	NUS1P3
	NUS1P4
NM_016359	NUSAP1
	NUTF2
	NUTF2P2
NG_044239	NUTF2P3
	NUTF2P4
	NUTF2P5
	NUTF2P6
	NUTF2P7
	NUTF2P8
NM_175741	NUTM1
NM_001099338	NUTM2A
NR_024397	NUTM2A-AS1
NM_001278495	NUTM2B
NR_120613	NUTM2B-AS1
NM_001009610	NUTM2D
NM_001355263	NUTM2E
NM_017561	NUTM2F
NM_001170741	NUTM2G
NG_028755	NUTM2HP
NM_002533	NVL
NM_001007525	NWD1
NM_001144990	NWD2
NM_006362	NXF1
NM_017809	NXF2
	NXF2B
NM_022052	NXF3
	NXF4
	NXF5
	NXN
	NXN-AS1
NM_138454	NXNL1
NM_145283	NXNL2
	NXNP1
NM_152315	NXPE1
NM_182495	NXPE2
	NXPE2P1
NM_145037	NXPE3
NM_017678	NXPE4
NM_152745	NXPH1
	NXPH2
	NXPH3
NM_007224	NXPH4
NM_013248	NXT1
	NXT1-AS1
	NXT1P1
NM_018698	NXT2
	NXTAR
NM_173564	NYAP1
NM_020864	NYAP2
	NYNRIN
	NYS2
	NYS3
	NYS4
NM_022567	NYX
	OA1
	OA3
NR_024021	OACYLP
NM_178507	OAF
	OAP
NM_145063	OARD1
	OAS1
	OAS2
	OAS3
	OASD
NM_003733	OASL
NG_065995	OASL2P
NM_000274	OAT
NG_001169	OATP1
NM_004152	OAZ1
NG_022778	OAZ1P1
NM_002537	OAZ2
NM_016178	OAZ3
	OB
NM_024546	OBI1
	OBI1-AS1
NM_014582	OBP2A
NM_014581	OBP2B
	OBS
NM_052843	OBSCN
NR_073154	OBSCN-AS1
	OBSCN-AS2
	OBSCN-IT1
	OBSCN-IT2
	OBSL1
NM_001080399	OC90
NM_000275	OCA2
	OCA5
	OCD1
NM_024578	OCEL1
NM_017830	OCIAD1
	OCIAD1-AS1
NM_152398	OCIAD2
	OCIAD2P1
	OCLM
NM_002538	OCLN
	OCLNP1
NM_001097622	OCM
NM_006188	OCM2
	OCP1
	OCP2
NM_000276	OCRL
NM_080721	OCSTAMP
NM_144577	ODAD1
NM_018076	ODAD2
	ODAD2P1
NM_145045	ODAD3
NM_031421	ODAD4
NM_017855	ODAM
NM_178497	ODAPH
	ODC1
NR_110597	ODC1-DT
	ODCP
	ODDD
	ODF1
	ODF2
	ODF2-AS1
	ODF2L
	ODF4
	ODG1
NM_017847	ODR4
	ODT1
	OED
	OFC#
	OFC1
	OFC2
	OFC3
NM_153003	OFCC1
NM_003611	OFD1
NG_003114	OFD1P1Y
NG_003115	OFD1P2Y
NG_003116	OFD1P3Y
NG_003117	OFD1P4Y
NG_003118	OFD1P5Y
NG_003119	OFD1P6Y
NG_003120	OFD1P7Y
NG_003121	OFD1P8Y
NG_003122	OFD1P9Y
NG_003123	OFD1P10Y
NG_003125	OFD1P11Y
NG_003126	OFD1P12Y
NG_003127	OFD1P13Y
NG_003128	OFD1P14Y
NG_003129	OFD1P15Y
XM_498415	OFD1P16Y
	OFD1P17
NG_009011	OFD1P18Y
	OFD1P19Y
NM_012215	OGA
	OGDH
NM_018245	OGDHL
NM_018233	OGFOD1
	OGFOD1P1
NM_024623	OGFOD2
NM_175902	OGFOD3
	OGFR
	OGFR-AS1
NM_024576	OGFRL1
NR_036498	OGFRP1
NM_016821	OGG1
NM_024416	OGN
NM_003605, NM_181672	OGT
	OI4
	OIAS
NM_007280	OIP5
NR_026757	OIP5-AS1
NM_152635	OIT3
	OK
NM_013341	OLA1
	OLA1P1
	OLA1P2
	OLA1P3
NM_018324	OLAH
NM_014279	OLFM1
	OLFM2
	OLFM3
NM_006418	OLFM4
	OLFM5P
NM_198474	OLFML1
NM_182487	OLFML2A
NM_015441	OLFML2B
NM_020190	OLFML3
	OLFR1
	OLFR@
NM_138983	OLIG1
NM_005806	OLIG2
NM_175747	OLIG3
NR_026762	OLMALINC
NM_002543	OLR1
NM_145243	OMA1
NM_005014	OMD
NM_002544	OMG
NM_006189	OMP
	ON
	ONECUT1
	ONECUT2
	ONECUT3
NM_001080507	OOEP
	OOEP-AS1
	OOEPP1
	OOEPP2
NM_001395276	OOSP1
	OOSP1P1
	OOSP1P2
NM_173801	OOSP2
	OOSP3
NM_001395277	OOSP4A
	OOSP4B
NM_130837	OPA1
	OPA1-AS1
	OPA2
	OPA3
	OPA4
	OPA5
	OPA6
	OPA7
	OPA8
NM_033207	OPALIN
NM_001012393	OPCML
	OPCML-IT1
	OPCML-IT2
	OPD1
	OPD2
	OPEM
	OPG
NM_002547	OPHN1
NM_017570	OPLAH
	OPMD
	OPN
NM_020061	OPN1LW
NM_000513	OPN1MW
NM_001048181	OPN1MW2
	OPN1MW3
NM_001708	OPN1SW
NM_014322	OPN3
NM_033282	OPN4
NM_181744	OPN5
	OPPG
NM_000911	OPRD1
	OPRK1
NM_182647	OPRL1
NM_000914	OPRM1
NM_021225	OPRPN
NM_014359	OPTC
NM_021980	OPTN
	OPTX2
NM_014565	OR1A1
NM_012352	OR1A2
	OR1AA1P
NG_004627	OR1AB1P
	OR1AC1P
NM_001004450	OR1B1
	OR1C1
NM_002548	OR1D2
	OR1D3P
NM_003552	OR1D4
NM_014566	OR1D5
	OR1D6P
	OR1D7P
NM_003553	OR1E1
	OR1E2
NG_002151	OR1E3
	OR1E4
	OR1E5
	OR1E6
	OR1E7
	OR1E8P
	OR1E9P
	OR1F1
NR_002169	OR1F2P
	OR1F3P
	OR1F4
	OR1F5
	OR1F6
	OR1F7
	OR1F8
	OR1F9
	OR1F10
	OR1F11
NG_004691	OR1F12P
	OR1F13P
	OR1G1
	OR1G2
NG_004138	OR1H1P
	OR1I1
	OR1J1
	OR1J2
	OR1J3
	OR1J4
	OR1J5
	OR1K1
	OR1L1
	OR1L2
	OR1L3
	OR1L4
	OR1L5
	OR1L6
	OR1L7
	OR1L8
	OR1M1
NG_004407	OR1M4P
	OR1N1
	OR1N2
	OR1N3
NG_002153	OR1P1
	OR1Q1
	OR1Q1BP
	OR1Q2
	OR1Q3
	OR1R1
	OR1R2P
	OR1R3P
NM_001004458	OR1S1
NM_001004459	OR1S2
NG_004630	OR1X1P
	OR1X5P
	OR2A1
	OR2A1-AS1
	OR2A2
	OR2A3P
NM_030908	OR2A4
	OR2A5
	OR2A6
	OR2A7
	OR2A8
	OR2A9P
	OR2A10
	OR2A11P
	OR2A12
	OR2A13P
	OR2A14
	OR2A15P
	OR2A16P
	OR2A17P
	OR2A18P
	OR2A19
	OR2A20P
	OR2A21
	OR2A22P
	OR2A23P
	OR2A24P
	OR2A25
	OR2A26
	OR2A27
	OR2A28P
	OR2A41P
	OR2A42
	OR2AD1P
	OR2AE1
	OR2AE2
	OR2AF1P
	OR2AF2P
NM_001004489	OR2AG1
NM_001004490	OR2AG2
	OR2AG3
	OR2AH1P
	OR2AI1P
NM_001355235	OR2AJ1
	OR2AK1P
NM_001004491	OR2AK2
	OR2AL1P
	OR2AM1P
	OR2AN1P
	OR2AO1P
	OR2AP1
	OR2AQ1P
	OR2AR1P
	OR2AS1P
	OR2AS2P
	OR2AT1P
NG_004337	OR2AT2P
NM_001005285	OR2AT4
	OR2AU1P
	OR2B1
	OR2B1P
	OR2B2
	OR2B3
NG_004686	OR2B4P
	OR2B5
	OR2B6
	OR2B7P
	OR2B8
	OR2B9
NM_001004492	OR2B11
	OR2BH1P
	OR2C1
	OR2C2P
NM_198074	OR2C3
	OR2C4
	OR2C5P
	OR2D1
NM_003700	OR2D2
NM_001004684	OR2D3
	OR2E1
	OR2E1P
	OR2E2
	OR2F1
	OR2F2
	OR2F3
	OR2F4
	OR2F5
	OR2G1P
	OR2G2
	OR2G3
NM_001013355	OR2G6
	OR2H1
	OR2H2
	OR2H3
	OR2H4P
	OR2H5P
	OR2H6
	OR2H7
	OR2H8
	OR2I1
	OR2I2
	OR2I3P
	OR2I4P
	OR2I5P
	OR2I6
	OR2I7P
	OR2I8P
	OR2I9P
NM_001348294	OR2J1
	OR2J2
	OR2J3
	OR2J4P
	OR2K1
NM_205859	OR2K2
NR_002145	OR2L1P
NM_001004686	OR2L2
NM_001004687	OR2L3
	OR2L4P
	OR2L5
	OR2L6P
	OR2L7P
	OR2L8
	OR2L9P
	OR2L11
	OR2L12
NM_175911	OR2L13
	OR2L14
NR_002141	OR2M1P
NM_001004688	OR2M2
NM_001004689	OR2M3
NM_017504	OR2M4
NM_001004690	OR2M5
	OR2M6
NM_001004691	OR2M7
	OR2N1P
	OR2P1P
	OR2Q1P
NG_004373.2	OR2R1P
	OR2S1P
NM_019897	OR2S2
	OR2T1
NM_001004136	OR2T2
NM_001005495	OR2T3
NM_001004696	OR2T4
NM_001004697	OR2T5
NM_001005471	OR2T6
	OR2T7
NM_001005522	OR2T8
	OR2T9
NM_001004693	OR2T10
NM_001001964	OR2T11
NM_001004692	OR2T12
NM_001001824	OR2T27
NM_001004694	OR2T29
	OR2T32P
NM_001004695	OR2T33
NM_001001821	OR2T34
NM_001001827	OR2T35
NG_004625	OR2U1P
	OR2U2P
	OR2V1
	OR2V2
	OR2V3
	OR2W1
NR_125387	OR2W1-AS1
	OR2W2P
NM_001001957	OR2W3
	OR2W4P
NR_169841	OR2W5P
	OR2W6P
	OR2W7P
	OR2W8P
	OR2X1P
NM_001001657	OR2Y1
	OR2Z1
	OR2Z2
	OR3A1
	OR3A2
	OR3A3
	OR3A4
NR_024128	OR3A4P
	OR3A5P
	OR3A6
	OR3A7
	OR3A8P
	OR3B1P
	OR3D1P
	OR4A1P
	OR4A2P
	OR4A3P
	OR4A4P
NM_001005272	OR4A5
	OR4A6P
	OR4A7P
	OR4A8
	OR4A9P
	OR4A10P
	OR4A11P
	OR4A12P
	OR4A13P
	OR4A14P
NM_001005275	OR4A15
NM_001005274	OR4A16
	OR4A17P
	OR4A18P
	OR4A19P
	OR4A20P
	OR4A21P
	OR4A22P
	OR4A25P
	OR4A40P
	OR4A41P
	OR4A42P
	OR4A43P
	OR4A44P
	OR4A45P
	OR4A46P
NM_001005512	OR4A47
	OR4A48P
	OR4A49P
	OR4A50P
NM_001005470	OR4B1
	OR4B2P
NG_002184	OR4C1P
	OR4C2P
NM_001004702	OR4C3
	OR4C4P
NM_001348223	OR4C5
NM_001004704	OR4C6
	OR4C7P
	OR4C8P
	OR4C9P
	OR4C10P
NM_001004700	OR4C11
NM_001005270	OR4C12
NM_001001955	OR4C13
	OR4C14P
NM_001001920	OR4C15
NM_001004701	OR4C16
	OR4C17P
	OR4C45
NM_001004703	OR4C46
NG_004421	OR4C48P
	OR4C49P
	OR4C50P
	OR4D1
	OR4D2
	OR4D3
	OR4D4P
NM_001001965	OR4D5
NM_001004708	OR4D6
	OR4D7P
	OR4D8P
NM_001004711	OR4D9
NM_001004705	OR4D10
NM_001004706	OR4D11
	OR4E1
	OR4E2
	OR4F1
	OR4F1P
	OR4F2P
	OR4F3
NM_001004195	OR4F4
NM_001005484	OR4F5
	OR4F6
	OR4F7P
	OR4F8BP
	OR4F8P
	OR4F9P
	OR4F10
	OR4F11P
	OR4F12
NR_046417	OR4F13P
	OR4F14P
NM_001001674	OR4F15
NM_001005277	OR4F16
	OR4F17
	OR4F18
	OR4F19
	OR4F20P
	OR4F21
	OR4F28P
NM_001005221	OR4F29
	OR4G1P
NG_003201	OR4G2P
	OR4G3P
NG_004148	OR4G4P
	OR4G5P
	OR4G6P
	OR4G7P
	OR4G8P
NG_004423	OR4G11P
	OR4H1P
	OR4H2P
	OR4H3P
	OR4H4P
	OR4H5P
	OR4H6BP
	OR4H6P
	OR4H7P
	OR4H8P
	OR4H9P
	OR4H10P
	OR4H11P
	OR4H12P
	OR4K1
	OR4K2
	OR4K3
	OR4K4P
NM_001005483	OR4K5
	OR4K6P
	OR4K7P
	OR4K8P
	OR4K9P
	OR4K10P
NG_004161	OR4K11P
NG_004160	OR4K12P
	OR4K13
	OR4K14
	OR4K15
	OR4K16P
	OR4K17
	OR4L1
	OR4L2P
	OR4M1
	OR4M2
NR_110480	OR4M2-OT1
	OR4M2B
	OR4N1P
	OR4N2
	OR4N3BP
	OR4N3P
	OR4N4
NM_001365389	OR4N4C
	OR4N5
	OR4P1P
	OR4P2P
	OR4P3P
NM_001004124	OR4P4
	OR4Q1P
	OR4Q2
	OR4Q3
	OR4Q4
	OR4R1P
	OR4R2P
	OR4R3P
NM_001004725	OR4S1
NM_001004059	OR4S2
	OR4T1P
	OR4U1P
	OR4V1P
	OR4W1P
NM_001004726	OR4X1
NM_001004727	OR4X2
	OR4X7P
NM_001004728	OR5A1
NM_001001954	OR5A2
	OR5AC1
	OR5AC2
	OR5AC4P
	OR5AH1P
	OR5AK1P
NM_001005323	OR5AK2
	OR5AK3P
	OR5AK4P
	OR5AK5P
	OR5AL1
	OR5AL2P
NG_004211	OR5AM1P
NM_001004729	OR5AN1
	OR5AN2P
	OR5AO1P
	OR5AP1P
NM_001002925	OR5AP2
	OR5AQ1P
NM_001004730	OR5AR1
NM_001001921	OR5AS1
	OR5AU1
	OR5AW1P
	OR5AZ1P
	OR5B1P
NM_001005566	OR5B2
NM_001005469	OR5B3
	OR5B4P
	OR5B5P
	OR5B6P
	OR5B7P
	OR5B8P
	OR5B9P
	OR5B10P
	OR5B11P
NM_001004733	OR5B12
	OR5B13
	OR5B14P
	OR5B15P
	OR5B16
NM_001005489	OR5B17
	OR5B18P
	OR5B19P
	OR5B20P
NM_001005218	OR5B21
	OR5BA1P
	OR5BB1P
	OR5BC1P
	OR5BD1P
	OR5BE1P
	OR5BG1P
	OR5BH1P
	OR5BH2P
NG_004156	OR5BJ1P
	OR5BK1P
	OR5BL1P
	OR5BM1P
	OR5BN1P
	OR5BN2P
	OR5BP1P
	OR5BQ1P
	OR5BQ2P
	OR5BR1P
NM_001396061	OR5BS1
NG_004300	OR5BT1P
	OR5C1
	OR5C2P
	OR5D1P
	OR5D2P
	OR5D3
	OR5D3
	OR5D4
	OR5D5P
	OR5D6P
	OR5D7P
	OR5D8P
	OR5D10P
	OR5D11P
	OR5D12P
NM_001001967	OR5D13
NM_001004735	OR5D14
	OR5D15P
NM_001005496	OR5D16
	OR5D17P
NM_001001952	OR5D18
	OR5E1P
NM_003697	OR5F1
	OR5F2P
	OR5G1P
	OR5G2P
	OR5G3
	OR5G4P
	OR5G5P
	OR5G6P
NM_001005338	OR5H1
	OR5H2
	OR5H3P
	OR5H4P
	OR5H5P
	OR5H6
	OR5H7P
	OR5H8
	OR5H14
	OR5H15
NM_006637	OR5I1
	OR5J1P
NM_001005492	OR5J2
	OR5J7P
	OR5K1
	OR5K2
	OR5K3
	OR5K4
NM_001004738	OR5L1
NM_001004739	OR5L2
NM_001004740	OR5M1
	OR5M2P
NM_001004742	OR5M3
	OR5M4P
	OR5M5P
	OR5M6P
	OR5M7P
NM_001005282	OR5M8
NM_001004743	OR5M9
NM_001004741	OR5M10
NM_001005245	OR5M11
NG_004190	OR5M12P
	OR5M13P
	OR5M14P
	OR5M15P
	OR5P1P
NM_153444	OR5P2
NM_153445	OR5P3
	OR5P4P
	OR5S1P
NM_001004745	OR5T1
NM_001004746	OR5T2
NM_001004747	OR5T3
	OR5V1
	OR5W1P
NM_001001960	OR5W2
	OR5W3P
	OR6A1
NM_003696	OR6A2
	OR6B1
NM_001005853	OR6B2
	OR6B3
NM_001005182	OR6C1
NM_054105	OR6C2
	OR6C3
	OR6C4
	OR6C5P
	OR6C6
	OR6C7P
	OR6C64P
	OR6C65
	OR6C66P
	OR6C68
	OR6C69P
	OR6C70
	OR6C71P
	OR6C72P
	OR6C73P
	OR6C74
	OR6C75
NM_001005183	OR6C76
	OR6D1P
	OR6D2P
	OR6E1P
NM_001005286	OR6F1
	OR6J1
	OR6J2
	OR6K1P
NM_001005279	OR6K2
	OR6K3
	OR6K4P
	OR6K5P
NM_001005184	OR6K6
NG_002282	OR6L1P
NG_004252	OR6L2P
NM_001005325	OR6M1
	OR6M2P
	OR6M3P
NM_001005185	OR6N1
	OR6N2
	OR6P1
NM_001005186	OR6Q1
	OR6R1P
	OR6R2P
	OR6S1
NM_001005187	OR6T1
	OR6U1P
NG_004348	OR6U2P
	OR6V1
	OR6W1P
NM_001005188	OR6X1
NM_001005189	OR6Y1
	OR6Y2
	OR7A1P
	OR7A2
	OR7A2P
	OR7A3P
	OR7A4P
NM_017506	OR7A5
	OR7A6P
	OR7A8P
	OR7A9P
NM_001005190	OR7A10
	OR7A11P
	OR7A12P
	OR7A13P
	OR7A14P
	OR7A15P
	OR7A16P
NM_030901	OR7A17
	OR7A18P
	OR7A19P
	OR7A20P
	OR7C1
	OR7C2
	OR7C3
	OR7C4
NG_002212	OR7D1P
	OR7D2
	OR7D3P
	OR7D4
NG_005822	OR7D11P
	OR7E1P
	OR7E2P
	OR7E3P
	OR7E4P
	OR7E5P
	OR7E6P
	OR7E7P
NG_002207	OR7E8P
	OR7E9P
	OR7E10P
	OR7E11P
	OR7E12P
	OR7E13P
	OR7E14P
	OR7E15P
	OR7E16P
	OR7E17P
	OR7E18P
	OR7E19P
	OR7E20P
	OR7E21P
	OR7E22P
	OR7E23P
	OR7E24
	OR7E25P
	OR7E26P
	OR7E27P
	OR7E28P
NG_004130	OR7E29P
	OR7E30P
	OR7E31P
	OR7E32P
	OR7E33P
	OR7E34P
NG_004371	OR7E35P
NG_004129	OR7E36P
	OR7E37P
	OR7E38P
	OR7E39P
	OR7E40P
	OR7E41P
	OR7E42P
	OR7E43P
	OR7E44P
	OR7E45P
	OR7E46P
NG_004128	OR7E47P
	OR7E48P
	OR7E49P
	OR7E50P
	OR7E51P
	OR7E52P
	OR7E53P
	OR7E54P
NG_004370	OR7E55P
	OR7E56P
	OR7E57P
	OR7E58P
	OR7E59P
	OR7E60P
	OR7E61
	OR7E62P
	OR7E63P
	OR7E64P
	OR7E65
	OR7E66P
	OR7E67P
	OR7E68P
	OR7E69P
	OR7E70P
	OR7E71P
	OR7E72P
	OR7E73P
	OR7E74P
	OR7E75P
	OR7E76
	OR7E77P
	OR7E78P
	OR7E79P
	OR7E80P
	OR7E81P
	OR7E83P
	OR7E84P
	OR7E85BP
	OR7E85P
	OR7E86P
	OR7E87P
	OR7E88P
	OR7E89P
	OR7E90P
	OR7E91P
	OR7E92P
NG_002225	OR7E93P
	OR7E94P
	OR7E95P
	OR7E96P
NG_002256	OR7E97P
	OR7E98P
	OR7E99P
	OR7E100P
	OR7E101P
	OR7E102P
NG_004296	OR7E103P
	OR7E104P
	OR7E105P
	OR7E106P
	OR7E107P
	OR7E108P
	OR7E109P
	OR7E110P
	OR7E111FP
	OR7E111P
	OR7E112P
	OR7E113P
	OR7E114P
	OR7E115P
	OR7E116P
	OR7E117P
	OR7E118P
	OR7E119P
	OR7E120
	OR7E121P
NG_004265	OR7E122P
	OR7E123P
	OR7E124P
	OR7E125P
	OR7E126P
	OR7E127P
	OR7E128P
NG_004264	OR7E129P
NG_004314	OR7E130P
	OR7E131P
	OR7E132P
	OR7E133P
	OR7E134P
	OR7E135P
NG_004291	OR7E136P
	OR7E137P
	OR7E138P
	OR7E139P
NG_004309	OR7E140P
	OR7E141P
	OR7E142P
	OR7E143P
	OR7E144P
NG_004336	OR7E145P
	OR7E147P
NG_004303	OR7E148P
NG_004297	OR7E149P
	OR7E150P
	OR7E151P
	OR7E154P
	OR7E155P
	OR7E156P
	OR7E157P
	OR7E158P
	OR7E159P
	OR7E160P
	OR7E161P
NG_004863	OR7E162P
	OR7E163P
	OR7F2P
	OR7F3P
	OR7F4P
	OR7F5P
	OR7F6P
	OR7G1
	OR7G2
	OR7G3
	OR7G15P
	OR7H1P
	OR7H2P
	OR7K1P
	OR7L1P
	OR7M1P
NM_001005194	OR8A1
	OR8A2P
	OR8A3P
	OR8B1P
NM_001005468	OR8B2
NM_001005467	OR8B3
NM_001005196	OR8B4
	OR8B5P
	OR8B6P
	OR8B7P
NM_012378	OR8B8
	OR8B9P
	OR8B10P
	OR8B11P
	OR8B12
	OR8B13P
	OR8C1P
	OR8C3P
	OR8C4P
NM_001002917	OR8D1
NM_001002918	OR8D2
	OR8D3
NM_001005197	OR8D4
	OR8F1P
NM_001002905	OR8G1
NR_171169	OR8G2P
	OR8G3
	OR8G4
NM_001005198	OR8G5
	OR8G6
NG_004628	OR8G7P
NM_001005199	OR8H1
NM_001005200	OR8H2
NM_001005201	OR8H3
	OR8I1P
NM_001003750	OR8I2
	OR8I4P
NM_001005205	OR8J1
	OR8J2
NM_001004064	OR8J3
NM_001002907	OR8K1
	OR8K2P
NM_001005202	OR8K3
	OR8K4P
NM_001004058	OR8K5
	OR8L1P
	OR8N1P
	OR8Q1P
	OR8R1P
	OR8S1
	OR8S21P
NG_004301	OR8T1P
NM_001005204	OR8U1
NM_001004744	OR8U3
NM_001013356	OR8U8
NM_001013357	OR8U9
NG_004299	OR8V1P
	OR8X1P
	OR9A1P
	OR9A2
	OR9A3P
NM_001001656	OR9A4
	OR9A5P
	OR9A6P
NM_001005213	OR9G1
	OR9G2P
	OR9G3P
NM_001005284	OR9G4
	OR9G5
	OR9G6
NM_001013358	OR9G9
	OR9H1
NM_001005211	OR9I1
	OR9I2P
	OR9I3P
	OR9J1
	OR9K1P
	OR9K2
	OR9L1P
	OR9L2P
	OR9M1P
	OR9N1P
	OR9P1P
	OR9P2P
NM_001005212	OR9Q1
NM_001005283	OR9Q2
	OR9R1P
	OR9S24P
	OR10A1
NM_001004460	OR10A2
NM_001003745	OR10A3
NM_207186	OR10A4
NM_178168	OR10A5
NM_001004461	OR10A6
	OR10A7
	OR10AA1P
	OR10AB1P
	OR10AC1
	OR10AD1
	OR10AE1P
	OR10AE2P
	OR10AE3P
NG_004298	OR10AF1P
NM_001005491	OR10AG1
NG_004397	OR10AH1P
	OR10AK1P
	OR10B1P
	OR10B2
	OR10C1
	OR10C2
	OR10D1P
	OR10D2P
	OR10D3
	OR10D4P
	OR10D5P
	OR10D6P
	OR10G1P
	OR10G2
	OR10G3
NM_001004462	OR10G4
	OR10G5P
NM_001355219	OR10G6
NM_001004463	OR10G7
NM_001004464	OR10G8
NM_001001953	OR10G9
	OR10G10P
	OR10H1
	OR10H2
	OR10H3
	OR10H4
	OR10H5
NM_012351	OR10J1
	OR10J2P
	OR10J3
	OR10J4
NM_001004469	OR10J5
	OR10J6P
NG_004365	OR10J7P
NG_004308	OR10J8P
NG_004366	OR10J9P
	OR10K1
NM_001004476	OR10K2
	OR10N1P
	OR10P1
	OR10P2P
	OR10P3P
NM_001004471	OR10Q1
	OR10Q2P
	OR10R1P
NM_001004472	OR10R2
	OR10R3P
NM_001004474	OR10S1
	OR10T1P
NM_001004475	OR10T2
	OR10U1P
NM_001005324	OR10V1
	OR10V2P
	OR10V3P
	OR10V7P
NM_207374	OR10W1
NM_001004477	OR10X1
	OR10Y1P
NM_001004478	OR10Z1
	OR11A1
	OR11A2
	OR11G1P
	OR11G2
NM_001005239	OR11H1
NM_001197287	OR11H2
	OR11H3P
	OR11H4
	OR11H5P
	OR11H6
	OR11H7
	OR11H8P
NM_001013354	OR11H12
	OR11H13P
	OR11I1P
	OR11I2P
	OR11J1P
	OR11J2P
	OR11J5P
	OR11J6P
	OR11J7P
	OR11K1BP
	OR11K1P
	OR11K2P
NM_001001959	OR11L1
	OR11M1P
NG_004381	OR11N1P
NG_004302	OR11P1P
	OR11Q1P
	OR12D1
	OR12D2
	OR12D3
NM_001004297	OR13A1
	OR13C1P
NM_001004481	OR13C2
	OR13C3
	OR13C4
NM_001004482	OR13C5
	OR13C6P
	OR13C7
	OR13C8
	OR13C9
	OR13D1
	OR13D2P
	OR13D3P
	OR13E1P
	OR13E2
	OR13F1
NM_001005487	OR13G1
	OR13H1
	OR13I1P
	OR13I2P
	OR13J1
	OR13K1P
	OR13Z1P
	OR13Z2P
	OR13Z3P
NM_001355292	OR14A2
NM_001001966	OR14A16
NM_001001918	OR14C36
NM_001004734	OR14I1
	OR14J1
NM_001004732	OR14K1
NM_001396106	OR14L1
	OR20A1P
NG_002199	OR51A1P
NM_001004748	OR51A2
	OR51A3P
NM_001005329	OR51A4
	OR51A5P
	OR51A6P
NM_001004749	OR51A7
	OR51A8P
	OR51A9P
	OR51A10P
	OR51A11P
	OR51A12
	OR51A13
	OR51AB1P
	OR51B1P
NM_033180	OR51B2
	OR51B3P
NM_033179	OR51B4
NM_001005567	OR51B5
NM_001004750	OR51B6
	OR51B8P
	OR51C1
	OR51C2P
	OR51C3P
	OR51C4P
NM_001004751	OR51D1
NM_152430	OR51E1
NM_030774	OR51E2
	OR51E3P
NM_001004752	OR51F1
NM_001004753	OR51F2
	OR51F3P
	OR51F4P
	OR51F5P
NM_001005237	OR51G1
NM_001005238	OR51G2
	OR51G3P
	OR51H1
	OR51H2P
NM_001005288	OR51I1
NM_001004754	OR51I2
NM_001348224	OR51J1
	OR51J2
	OR51K1P
NM_001004755	OR51L1
NM_001004756	OR51M1
	OR51N1P
	OR51P1P
	OR51P2P
NM_001004757	OR51Q1
	OR51R1P
NM_001004758	OR51S1
NM_001004759	OR51T1
NM_001004760	OR51V1
NM_012375	OR52A1
	OR52A2
	OR52A3P
NG_029079	OR52A4P
NM_001005160	OR52A5
	OR52B1P
NM_001004052	OR52B2
	OR52B3P
NM_001005161	OR52B4
	OR52B5P
NM_001005162	OR52B6
NM_001005163	OR52D1
	OR52E1
NM_001005164	OR52E2
	OR52E3P
NM_001005165	OR52E4
NM_001005166	OR52E5
NM_001005167	OR52E6
	OR52E7P
NM_001005168	OR52E8
NM_001005289	OR52H1
	OR52H2P
NM_001005169	OR52I1
NM_001005170	OR52I2
	OR52J1P
	OR52J2P
NM_001001916	OR52J3
	OR52J4P
NM_001005171	OR52K1
NM_001005172	OR52K2
	OR52K3P
NM_001005173	OR52L1
	OR52L2P
NM_001004137	OR52M1
	OR52M2P
	OR52M3P
	OR52M4
NM_001001913	OR52N1
NM_001005174	OR52N2
	OR52N3P
NM_001005175	OR52N4
NM_001001922	OR52N5
	OR52P1
	OR52P2P
	OR52Q1P
NM_001005177	OR52R1
	OR52S1P
	OR52T1P
	OR52U1P
	OR52V1P
NM_001005178	OR52W1
	OR52X1P
	OR52Y1P
	OR52Y2P
NR_172914	OR52Z1P
	OR55B1P
	OR55B2P
	OR55C1P
NM_001001917	OR56A1
	OR56A2P
NM_001003443	OR56A3
NM_001005179	OR56A4
NM_001146033	OR56A5
	OR56A6
	OR56A7P
NM_001005180	OR56B1
	OR56B2
	OR56B3P
NM_001005181	OR56B4
NM_032790	ORAI1
